ID,Date,Government Agency,Contract Description,Fund,Contractor,Procurement Method,Currency Unit,Dollar Amount,Jamaican Equivalent,Comments,Additional Comments,Column 13
56371,2012-06-06T00:00:00Z,Petrojam Limited ,"The provision of Security Guard Services at Petrojam Limited's locations; 75-96 Marcus Garvey Drive Newport West, Kingston and Freeport Montego Bay for a period of three (3) years. ",PCJ,ALLIED PROTECTION LIMITED ,ST ,JMD,321903420.00,321903420.00,, ,4561
56381,2012-06-06T00:00:00Z,Petrojam Limited ,The provision of Scaffolding services for the maintenance and catalyst regeneration activates during Petrojam Limited plant shut down for the year 2012.,PCJ,C.D.F SCAFFOLDING AND BUILDING EQUIPMENT LIMITED ,ST ,JMD,29500000.00,29500000.00,, ,4561
56391,2012-06-06T00:00:00Z,Ministry of Health ,Direct Contracting for the procurement of Reagents and supplies for the National Blood Transfusion Services. ,GOJ,ABBOT LABORATORIES LIMITED ,DC ,USD,1396126.50,123529272.70,, ,5201
56401,2012-06-06T00:00:00Z,Ministry of Health ,Direct Contracting for the procurement of Reagents and supplies for the Immunology Unit of the National Public Health Laboratory.,GOJ,ABBOT LABORATORIES LIMITED ,DC ,USD,244967.11,21674689.89,, ,5201
56411,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years.,PCJ,TONKER TRUCKING AND EQUIPMENT LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum Endorsed, the fixed delivery rates per zone are as follows; Round Town - J$0.54/litre, Central J$1.26/litre and Western J$2.08/litre.",4561
56421,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years.,PCJ,AUSTINS HAULAGE COMPANY LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum Endorsed, the fixed delivery rates per zone are as follows; Round Town - J$0.54/litre, Central J$1.26/litre and Western J$2.08/litre.",4561
56431,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years.,PCJ,BANKS PETROLEUM HAULAGE LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum Endorsed, the fixed delivery rates per zone are as follows; Round Town - nJ$0.54/litre, Central J$1.26/litre and Western J$2.08/litre.",4561
56441,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years. ,PCJ ,OLANDO DENHAM TRANSPORT COMPANY LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum Endorsed, the fixed delivery rates per zone are as follows; Round Town - J$0.54/litre, Central J$1.26/litre and Western J$2.08/litre.",4561
56451,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years. ,PCJ ,ALREM SERVICES LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum Endorsed, the fixed delivery rates per zone are as follows; Round Town - J$0.54/litre, Central J$1.26/litre and Western J$2.08/litre.",4561
56461,2012-06-06T00:00:00Z,Petrojam Limited ,The haulage of Petroleum Products to Petrojam Limited's customers throughout the island of Jamaica for a period of two (2) years.,PCJ ,SAL'S TRUCKING LIMITED ,ST,JMD,0.00,0.00,NORC,"No Contract Sum, the fixed delivery rates per zone are as follows; Round Town - J$0.54/litre, Central J$1.26/litre and Western J$2.08/litre",4561
56471,2012-06-06T00:00:00Z,Port Authority of Jamaica ,Direct Contracting for the procurement Fuel for Harbours Department. ,PAJ ,PETROLEUM COMPANY OF JAMAICA LIMITED ,DC ,JMD,46381880.20,46381880.20,, ,4561
56081,2012-05-30T00:00:00Z,Jamaica Constabulary Force ,Direct Contracting for the procurement of ninety-five (95) Digital Radios. ,GOJ ,MOTOROLA INC ,DC ,JMD,9871488.00,9871488.00,,,4561
56091,2012-05-30T00:00:00Z,"Ministry of Science, Technology, Energy and Mining ",Direct Contracting to supply Liquid Caustic Soda for use in the processing of Liquified Petroleum for a period of two (2) years. ,PCJ ,UC RUSAL ALUMINA JAMAICA LIMITED ,DC ,USD,215603.59,18919215.02,,,5201
56101,2012-05-30T00:00:00Z,"Ministry of Science, Technology, Energy and Mining ","Direct Contracting to re-engage the services of an LNG Project Manager on a full-time arrangement for the period July 1, 2012 to September 30, 2012 and on an as needed basis for the period October 2, 2012 to March 13, 2013. ",GOJ ,ERNEST MEGGINSON ,DC,USD,345000.00,30273750.00,NODC,,5201
56111,2012-05-30T00:00:00Z,"Ministry of Transport, Works and Housing ","Direct Contract for the provision of Security Services at the Half Way Tree Transportation Centre for a period of one (1) year June 1, 2012 to May 13, 2013. ",GOJ ,PORTS SECURITY CORPS LIMITED ,DC ,JMD,20934150.00,20934150.00,,,4561
56121,2012-05-30T00:00:00Z,Tourism Product Development Company (TPDCO) ,The provision of Tourism Security and Courtesy Services in Port Antonio and Kingston for period of three (3) years. ,TEF ,MARKSMAN LIMITED ,ST,JMD,24070500.00,24070500.00,,,4561
56131,2012-05-30T00:00:00Z,Tourism Product Development Company (TPDCO) ,The provision of Tourism Security and Courtesy Services in Runaway Bay and Ocho Rios for a period of three (3) years. ,TEF ,MARKSMAN LIMITED ,ST ,JMD,99697500.00,99697500.00,,,4561
56141,2012-05-30T00:00:00Z,Tourism Product Development Company (TPDCO) ,The provision of Tourism Security and Courtesy Services in Montego Bay and Falmouth for a period of three (3) years. ,TEF ,GUARDSMAN LIMITED ,ST ,JMD,137141208.00,137141208.00,,,4561
56151,2012-05-30T00:00:00Z,Tourism Product Development Company (TPDCO) ,The provision of Tourism Security and Courtesy Services in Negril for a period of three (3) years. ,TEF ,GUARDSMAN LIMITED ,ST ,JMD,71374500.00,71374500.00,,,4561
56161,2012-05-30T00:00:00Z,Jamaica Social Investment Fund ,The upgrading and equipping of Pig Rearing Technology. The works involves the construction of Biogas Digesters and waste management system. ,GOJ ,MILLERS ELECTRIC & CONSTRUCTION COMPANY ,ST ,JMD,14893600.00,14893600.00,,,4561
56171,2012-05-30T00:00:00Z,Jamaica Social Investment Fund ,Direct Contracting for infrastructure works at the Fruitful Vale Water Supply in the parish of Portland. The works involves the replacement of sewage pipeline and the completion of the water supply infrastructure. ,GOJ ,BACCHUS ENGINEERING WORKS LIMITED ,DC ,JMD,45888680.00,45888680.00,,,4561
56181,2012-05-30T00:00:00Z,Jamaica Social Investment Fund ,"Integrated Infrastructure Works at Jones Town in the parish of St. Andrew. The works include the excavation of earthworks, laying of pipeline and the reinstatement of roadways. ",IBRD ,BACCHUS ENGINEERING WORKS LIMITED ,ST ,JMD,20915130.00,20915130.00,,,4561
56191,2012-05-30T00:00:00Z,Jamaica Social Investment Fund ,"Infrastructure rehabilitation at the Charles Town Maroon Council in the parish of Portland. The works involves the rehabilitation of the museum, kitchen, rest rooms and construction of reception/office area and craft display area. ",GOJ ,Y.P. SEATON & ASSOCIATES COMPANY LIMITED ,ST ,JMD,13008632.00,13008632.00,,,4561
56201,2012-05-30T00:00:00Z,Port Authority of Jamaica ,Direct Contracting to supply forty-six (46) 1600R25 tyres for the High Straddle Carriers for the Kingston Container Terminal (KCT). ,PAJ ,MITSUI ,DC ,USD,126638.00,11112484.50,,,5201
56211,2012-05-30T00:00:00Z,Fiscal Services Limited ,The implementation of Enterprise Information Archive (EIA) System for Fiscal Services Limited. ,GOJ ,DIGICEL (JAMAICA) LIMITED ,ST ,JMD,29601462.00,29601462.00,,,4561
56221,2012-05-30T00:00:00Z,Petrojam Limited ,Direct Contracting to supply Hydrogen Sulphide Analyzer. ,PCJ ,STANHOPE-SETA ,DC ,USD,42027.00,3687869.25,,,5201
56231,2012-05-30T00:00:00Z,Bank of Jamaica ,Direct Contracting to supply and install a Variable Frequency Drive (VFD) to the Bank of Jamaica's 330 Main Chiller. ,GOJ ,JOHNSON CONTROLS ,DC ,JMD,6846333.60,6846333.60,,,4561
56241,2012-05-30T00:00:00Z,Port Authority Management ,Emergency Procurement of twenty (20) re-manufactured engines for the Kingston Container Terminal Straddler Carriers. ,PAJ ,AGCO SISU POWER INC. ,DC,USD,279900.00,24561225.00,EC,,5201
56251,2012-05-30T00:00:00Z,Petrojam Limited ,Emergency Procurement for the provision of Close Protection Service and Special Investigations. ,PCJ ,SECURITY ADVISORY & MANAGEMENT SERVICES LIMITED ,DC,JMD,7974498.75,7974498.75,EC,,4561
55931,2012-05-16T00:00:00Z,South East Regional Health Authority ,The provision of Cleaning and Portering Services at the Spanish Town Hospital for a period of three (3) years. ,GOJ ,MANPOWER AND MAINTENANCE SERVICES LIMITED ,LT ,JMD,307165498.80,307165498.80,,,4561
55941,2012-05-16T00:00:00Z,Registrar General's Department ,The provision of Courier Services for the delivery of packages of certificates on a door to door basis in the parishes of Manchester and Clarendon (Zone 9). ,RGD ,EAGLE COURIER SERVICE ,ST ,JMD,16262830.00,16262830.00,,,4561
55951,2012-05-16T00:00:00Z,Registrar General's Department ,"The provision of Courier Services for the delivery of packages of certificates on a door to door basis in the parishes of Trelawny, St. James and Hanover (Zone 11). ",RGD ,EAGLE COURIER SERVICE ,ST ,JMD,10841790.00,10841790.00,,,4561
55961,2012-05-16T00:00:00Z,Petrojam Limited ,Direct Contract for the provision of Meter Calibration Services for a period of three (3) years. ,PCJ ,"BUREAU OF STANDARDS, JAMAICA LIMITED ",DC,JMD,17100000.00,17100000.00,NODC,,4561
55971,2012-05-16T00:00:00Z,Petrojam Limited ,The provision of Ship Agency Services. ,PCJ ,MARITIME AND TRANSPORT SERVICES LIMITED ,ST ,USD,137280.00,12046320.00,,,5201
55981,2012-05-16T00:00:00Z,Ministry of Education ,Variation (Addition):Follow-on Contract for the provision of Consulting Services for the Ministry of Education's Change Management and Modernization Support Programme - Education System Transformation Programme (ESTP). ,IBRD ,ATOS CONSULTING ,DC ,USD,73528.00,6452082.00,,,5201
55991,2012-05-16T00:00:00Z,Petrojam Limited ,The provision of Mechanical Manpower for Petrojam Limited's Power former Catalyst Regeneration Shutdown - 2012. ,PCJ ,QUALITY PLUS CONTRACTING COMPANY LIMITED ,ST ,JMD,14255267.00,14255267.00,,,4561
56001,2012-05-16T00:00:00Z,Fiscal Services Limited ,Direct Contracting for the implementation of the IBM Web Sphere Data-power Appliance. ,GOJ ,IBM WORLD TRADE CORPORATION ,DC ,USD,148299.54,13013284.64,,,5201
56011,2012-05-16T00:00:00Z,"Ministry of Science, Technology, Energy and Mining ",Direct Contracting for the provision of Financial Advisory Services to assist with the development of strategies for the LNG Project. ,PET-CAR ,TAYLOR- DEJONGH ,DC ,USD,350000.00,30712500.00,,,5201
56021,2012-05-16T00:00:00Z,"Ministry of Science, Technology, Energy and Mining ",Direct Contracting for the provision of Commercial Advisory Services to assist with the development of strategies for the LNG Project. ,PET-CAR ,FEATHERWOOD CAPITAL ,DC ,USD,500000.00,43875000.00,,,5201
56031,2012-05-16T00:00:00Z,Petrojam Limited ,"Direct Contracting for the design, manufacture, supply and commissioning of a De-Ethanizer Tower. ",PCJ ,TWD TECHNOLOGIES ,DC ,USD,539853.00,47372100.75,,,5201
56041,2012-05-16T00:00:00Z,Western Regional Health Authority ,The Modification of the Medical Ward at the Savanna-La-Mar Hospital in the parish of Westmoreland. ,GOJ ,GEECHO CONSULTANTS & CONSTRUCTION LIMITED ,ST ,JMD,14615678.00,14615678.00,,,4561
56051,2012-05-16T00:00:00Z,National Solid Waste Management Authority (NSWMA) ,Emergency Procurement to lease heavy equipment (D9 Tractor) for the Riverton Disposal Site. ,GOJ ,S. GREEN & ASSOCIATES COMPANY LIMITED ,DC,JMD,9516000.00,9516000.00,EC,,4561
56061,2012-05-16T00:00:00Z,National Solid Waste Management Authority (NSWMA) ,Emergency Procurement to lease heavy equipment (D9 Tractor) for the Riverton Disposal Site. ,GOJ ,KIMARA EQUIPMENT ,DC,JMD,9516000.00,9516000.00,EC,,4561
56071,2012-05-16T00:00:00Z,National Solid Waste Management Authority (NSWMA) ,Emergency Procurement to lease heavy equipment (D10 Tractor) for the Riverton Disposal Site. ,GOJ ,B.O.S. BLOCK AND TILES ,DC,JMD,10614000.00,10614000.00,EC,,4561
55811,2012-05-09T00:00:00Z,National Housing Trust ,Direct Contracting to refurbish the Jogging Track at the National Housing Trust 's Emancipation Park. ,NHT ,BSW GMBH ,DC,JMD,7482870.00,7482870.00,NODC,,4561
55821,2012-05-09T00:00:00Z,Norman Manley International Airport ,Emergency Procurement for the provision of Landside Security at the Norman Manley International Airports Limited (NMIA) for a period of three (3) months. ,NMIA ,MARKSMAN LIMITED ,DC,JMD,8600000.00,8600000.00,EC,,4561
55831,2012-05-09T00:00:00Z,Petrojam Limited ,Emergency Procurement to carry out skimming of the Kerosene Hydrotreater D-15 Reactor. ,PCJ ,MOURIK CARIBBEAN NV ,DC,JMD,4750000.00,4750000.00,EC,,4561
55841,2012-05-09T00:00:00Z,Jamaica Social Investment Fund ,The rehabilitation of the Parade Gardens Community Centre in the parish of St. Andrew. ,GOJ/ IADB ,CHINS CONSTRUCTION COMPANY LIMITED ,ST ,JMD,37078350.00,37078350.00,,,4561
55851,2012-05-09T00:00:00Z,Jamaica Social Investment Fund ,"The rehabilitation of the Sandy Bay Health Centre in the parish of Hanover. The works involve the rehabilitation of bathrooms, paving of walkway, replacement of roof, windows and doors, painting of the building, electrical and plumbing work. ",GOJ/ IADB ,ROINE CONSTRUCTION COMPANY LIMITED ,ST,JMD,10480819.18,10480819.18,,,4561
55861,2012-05-09T00:00:00Z,Planning Institute of Jamaica ,The renovation of the existing Ground Floor East Wing Building of the Planning Institute of Jamaica (PIOJ). ,GOJ ,M.L.O SERVICES LIMITED ,OT ,JMD,20637844.00,20637844.00,,,4561
55871,2012-05-09T00:00:00Z,National Water Commission ,Consulting Services for the Development of New Water Sources for South East St. Catherine (SESC) - Lot 2B - Kingston Metropolitan Area (KMA) Water Supply Project. ,GOJ ,N.O. WHYTE & ASSOCIATES LIMITED ,ST ,JMD,58701120.00,58701120.00,,,4561
55881,2012-05-09T00:00:00Z,National Water Commission ,The rehabilitation/upgrading of the Water Distribution Network at the Old Harbour Bay Water Supply Scheme in the parish of St. Catherine. ,NWC ,BACCHUS ENGINEERING WORKS LIMITED ,ST ,JMD,45388880.00,45388880.00,,,4561
55891,2012-05-09T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,"The provision of Electronic Security Services for the Heart Trust NTA, zones 1 & 2. ",HT/NTA ,KING ALARM SERVICES LIMITED ,ST ,JMD,13070100.00,13070100.00,,,4561
55901,2012-05-09T00:00:00Z,Jamaica Library Service ,"The procurement of 400 Computers, UPS and Application Software for the Jamaica Library Service located at 2 Tom Redcam Drive, Kingston 5. ",UAF ,MANAGEMENT CONSULTANT SYSTEMS ,ST ,JMD,49997639.39,49997639.39,,,4561
55911,2012-05-09T00:00:00Z,University Hospital of the West Indies ,The provision of Laundry Services for the University Hospital of the West Indies for a period of three (3) years. ,GOJ ,SUPREME LAUNDRY SERVICES LIMITED ,ST ,JMD,143538075.00,143538075.00,,,4561
55921,2012-05-09T00:00:00Z,Western Regional Health Authority ,The renovation and extension to the Kitchen at the Cornwall Regional Hospital in the parish of Westmoreland. ,GOJ ,GEECHO CONSULTANTS & CONSTRUCTION LIMITED ,ST ,JMD,15470000.00,15470000.00,,,4561
55701,2012-05-02T00:00:00Z,Petrojam Limited ,The supply of Carbon Steel Pipes & Pipe Fittings for Petrojam Limited BBL Ethanol Tank. ,PCJ ,DERYCK A. GIBSON LIMITED ,ST ,USD,197300.65,17313132.04,,,5201
55711,2012-05-02T00:00:00Z,Petrojam Limited ,The supply of Specialized Chemical Treatment and Related Services for Petrojam Limited's Refinery Select Utilities and Process Streams (Systems and Units). ,PCJ ,GE BETZ INTERNATIONAL INC. ,LT ,USD,1661416.96,145789338.20,,,5201
55721,2012-05-02T00:00:00Z,National Works Agency ,The supply and delivery of Boulders for Roselle Revetment Works in the parish of St. Thomas. ,IADB ,COAST TO COAST QUARRIES LIMITED ,ST ,JMD,84900000.00,84900000.00,,,4561
55731,2012-05-02T00:00:00Z,National Works Agency ,The supply and delivery of River Shingle for Roselle Revetment Works in the parish of St. Thomas. ,IADB ,COAST TO COAST QUARRIES LIMITED ,ST ,JMD,14600000.00,14600000.00,,,4561
55741,2012-05-02T00:00:00Z,National Works Agency ,The procurement of 50 tonnes of Thermoplastic Road Marking Material. ,GOJ/ IADB ,MACHINERY AND SERVICES LIMITED ,ST ,JMD,10034030.00,10034030.00,,,4561
55751,2012-05-02T00:00:00Z,National Works Agency ,The procurement of W-Beam Crash Barrier System. ,GOJ/ IADB ,DERYCK A. GIBSON LIMITED ,ST ,JMD,24304738.23,24304738.23,,,4561
55761,2012-05-02T00:00:00Z,University Hospital of the West Indies ,The procurement of Intravenous Fluids for the University Hospital of the West Indies (UHWI). ,GOJ ,LASCO DISTRIBUTORS LIMITED ,ST ,JMD,11810752.80,11810752.80,,,4561
55771,2012-05-02T00:00:00Z,Child Development Agency ,"Emergency procurement to carry out rehabilitation works at the Glenhope Place of Safety, located at 89 Maxfield Avenue, Kingston. ",GOJ ,B.G.W. CAWSTON & PARTNERS ,DC,JMD,4900000.00,4900000.00,EC,,4561
55781,2012-05-02T00:00:00Z,Petrojam Limited ,Direct Contracting for the procurement of a Distributed Control System (DCS) Remote Client Display Unit for the Petrojam Refinery. ,PCJ ,POWERGEN LIMITED ,DC,USD,69850.00,6129337.50,NODC,,5201
55791,2012-05-02T00:00:00Z,Registrar General's Department ,Direct Contracting for the provision of Closed User Group (CUG) Mobile Telephone Service for the Registrar General's Department (RGD). ,GOJ ,DIGICEL JAMAICA LIMITED ,DC ,JMD,6002820.00,6002820.00,,,4561
55801,2012-05-02T00:00:00Z,Petrojam Limited ,"Piping replacement works for the Petrojam Refinery - Regen 2012. The works to be executed include the fabrication, installation and testing of carbon steel and alloy piping. ",PCJ ,QUALITY PLUS CONTRACTING COMPANY LIMITED ,ST ,JMD,24655128.25,24655128.25,,,4561
55571,2012-04-25T00:00:00Z,"Ministry of Transport, Works and Housing ","The rehabilitation of the Ferris Cross to Belmont roadway in the parish of Westmoreland under the Transportation Infrastructure Rehabilitation Programme (TIRP). The works involve road repairs, milling regulation, leveling course and overlay with asphaltic concrete, sub-base and drainage.",IADB/ GOJ ,ASPHALTIC CONCRETE ENTERPRISE LIMITED ,DC ,JMD,497817422.90,497817422.90,,,4561
55581,2012-04-25T00:00:00Z,National Housing Trust ,The provision of Security Services (armed and unarmed guards) for the National Housing Trust St. Catherine Branch Office. ,NHT ,MARKSMAN LIMITED ,ST ,JMD,21596349.60,21596349.60,,,4561
55591,2012-04-25T00:00:00Z,National Housing Trust ,The provision of Security Services (armed and unarmed guards) for the National Housing Trust Manchester Branch Office. ,NHT ,ALPHA SECURITY SERVICES LIMITED ,ST ,JMD,10300604.00,10300604.00,,,4561
55601,2012-04-25T00:00:00Z,National Housing Trust ,The provision of Security Services (armed and unarmed guards) for the National Housing Trust Clarendon Branch Office. ,NHT ,ALPHA SECURITY SERVICES LIMITED ,ST ,JMD,10885886.20,10885886.20,,,4561
55611,2012-04-25T00:00:00Z,National Housing Trust ,The provision of Security Services (armed and unarmed guards) for the National Housing Trust St. Catherine Branch Office. ,NHT ,ALPHA SECURITY SERVICES LIMITED ,ST ,JMD,18812492.00,18812492.00,,,4561
55621,2012-04-25T00:00:00Z,National Housing Trust ,The provision of Security Services (armed and unarmed guards) for the National Housing Trust Manchester Branch Office. , ,VANGUARD SECURITY LIMITED ,ST ,JMD,10333873.00,10333873.00,,,4561
55631,2012-04-25T00:00:00Z,National Irrigation Commission Ltd. ,Direct Contracting for the provision of service to increase the capacity of the Water Users Association and technical knowledge of farmers within the project area. ,IADB/GOJ ,RURAL AGRICULTURAL DEVELOPMENT AUTHORITY ,DC ,JMD,42418467.00,42418467.00,,,4561
55641,2012-04-25T00:00:00Z,Ministry of Agriculture and Fisheries ,Direct Contracting for the procurement of fertilizer for the Sugar Industry Authority of Jamaica. ,GOJ ,NEWPORT-FERSAN (JAMAICA) LIMITED ,DC ,JMD,20000000.00,20000000.00,,,4561
55651,2012-04-25T00:00:00Z,South East Regional Health Authority ,Direct Contracting for the provision of preventative maintenance servicing of fourteen (14) X-Ray units and four (4) Ultrasound units for a period of twelve (12) months. ,GOJ ,AREL LIMITED ,DC,JMD,4008047.50,4008047.50,NODC,,4561
55661,2012-04-25T00:00:00Z,Port Authority of Jamaica ,Variation (Addition):Security services for HWT transport centre ,GOJ ,PROTECTION AND SECURITY LIMITED ,OT,JMD,9000000.00,9000000.00,"VAR,EC",,4561
55671,2012-04-25T00:00:00Z,Port Authority of Jamaica ,Direct Contract for the supply of one hundred and seventeen (117) Michelin 480/95R25 tyres. ,PAJ ,MICHELIN ,DC ,USD,400608.00,34985096.64,,,5201
55681,2012-04-25T00:00:00Z,National Water Commission ,Emergency Procurement for the supply of one hundred and two (102) Heavy Duty Tyres. ,PAJ ,TYRES-R-US ,DC,JMD,3444899.88,3444899.88,EC,,4561
55691,2012-04-25T00:00:00Z,Ministry of National Security ,Direct Contracting for the supply of sixty (60) Scorpion Light bars and Siren Assessmblies. ,GOJ ,TOMAR ENTERPRISES ,DC,JMD,10121158.00,10121158.00,NODC,,4561
55421,2012-04-18T00:00:00Z,Ministry of Education ,The procurement and distribution of text books for Secondary Level Schools islandwide under the National Textbook Loan Scheme for the period 2012/2013. ,GOJ ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED ,OT ,JMD,137858313.90,137858313.90,,,4561
55431,2012-04-18T00:00:00Z,Ministry of Education ,The procurement and distribution of text books for Secondary Level Schools islandwide under the National Textbook Loan Scheme for the period 2012/2013. ,GOJ ,KINGSTON BOOKSHOP LIMITED ,OT ,JMD,251391123.50,251391123.50,,,4561
55441,2012-04-18T00:00:00Z,Ministry of Education ,The procurement and distribution of text books for Secondary Level Schools islandwide under the National Textbook Loan Scheme for the period 2012/2013. ,GOJ ,BOOK WIZARD LIMITED ,OT ,JMD,96814670.00,96814670.00,,,4561
55451,2012-04-18T00:00:00Z,Ministry of Education ,The procurement and distribution of text books for Secondary Level Schools islandwide under the National Textbook Loan Scheme for the period 2012/2013. ,GOJ ,SANGSTER'S BOOK STORES LIMITED ,OT ,JMD,21674780.45,21674780.45,,,4561
55461,2012-04-18T00:00:00Z,Port Authority of Jamaica ,"Direct Contracting to effect repairs to the Gantry Crane Rails at the Gordon Cay, South Terminal of the Kingston Container Terminal (KCT). ",PAJ ,CILECT ENGINEERING LIMITED ,DC ,JMD,24379254.70,24379254.70,,,4561
55471,2012-04-18T00:00:00Z,Ministry of Education ,Direct Contracting for the procurement and distribution of Primary Grades 4-6 Language Arts text books for Primary Level Schools islandwide for the period 2012/2013. ,GOJ ,DATAZONE LIMITED ,DC ,USD,1603521.00,140035488.90,,,5201
55481,2012-04-18T00:00:00Z,Ministry of Education ,Direct Contracting for the procurement and distribution of Primary Grades 1-3 Integrated Studies Workbooks for Primary Level Schools islandwide for the period 2012/2013. ,GOJ ,MACMILLAN PUBLISHERS LIMITED ,DC ,GBP,575114.00,80452697.46,,,4141
55491,2012-04-18T00:00:00Z,Ministry of Education ,Direct Contracting for the procurement and distribution of First Step in Science Pupil Books for Years 5 to Primary Level Schools islandwide for the period 2012/2013. ,GOJ ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED ,DC ,JMD,42358329.00,42358329.00,,,4561
55501,2012-04-18T00:00:00Z,Ministry of Education ,Direct Contracting for the procurement and distribution of Primary Mathematics for Jamaica Grades 1-3 for Primary Level Schools islandwide for the period 2012/2013. ,GOJ ,PEARSON EDUCATION LIMITED ,DC ,GBP,91575.00,12810426.75,,,4141
55511,2012-04-18T00:00:00Z,Ministry of National Security ,The delivery of violence prevention services to residents in the Kingston Metropolitan Area (KMA) under the Citizen Security & Justice Programme (CSJP). ,IADB ,SISTREN THEATRE COLLECTIVE ,OT ,JMD,16800000.00,16800000.00,,,4561
55521,2012-04-18T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,Direct Contracting for the provision of full maintenance service of Canon Photocopies for Heart Trust NTA locations islandwide. ,HT/NTA ,APPLIANCE TRADERS LIMITED ,DC,JMD,12747099.14,12747099.14,NODC,,4561
55531,2012-04-18T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,"Extension of contract for the provision Pest Control Services for Heart Trust locations for the period April 1, 2012 to June 30, 2012. ",HT/NTA ,RENTOKIL INITIAL (JAMAICA) LIMITED ,DC,JMD,1659101.82,1659101.82,NORC,,4561
55541,2012-04-18T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,"Extension of contract for the provision Garbage Disposal Services for Heart Trust locations for the period April 1, 2012 to June 30, 2012. ",HT/NTA ,GARBAGE DISPOSAL & SANITATION SYSTEMS LIMITED ,DC,JMD,1183736.15,1183736.15,NORC,,4561
55551,2012-04-18T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,"Extension of contract for the provision Janitorial Services for Heart Trust locations for the period April 1, 2012 to June 30, 2012. ",HT/NTA ,HI-TECH CHEMICALS LIMITED ,DC,JMD,6522455.22,6522455.22,NORC,,4561
55561,2012-04-18T00:00:00Z,Human Employment and Resource Training/HEART Trust NTA ,"Extension of contract for the provision Janitorial Services for Heart Trust locations for the period April 1, 2012 to June 30, 2012. ",HT/NTA ,O.H. & S. TRADING COMPANY LIMITED ,DC,JMD,3532446.98,3532446.98,NORC,,4561
55361,2012-04-11T00:00:00Z,Petrojam Limited ,Direct Contracting for the supply of additional piping materials for the restoration and completion of Petrojam Limited's main dock. ,PCJ ,TSC SUPPLY COMPANY ,DC ,USD,498768.24,43557430.40,,,5201
55371,2012-04-11T00:00:00Z,Port Authority of Jamaica ,Direct Contracting for the supply of two (2) Pallets two (2) Mobile VACIS Sources. ,PAJ ,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) ,DC ,USD,303200.00,26478456.00,,,5201
55381,2012-04-11T00:00:00Z,Port Authority of Jamaica ,"Direct Contracting for repairs to four (4) Ship to Shore Cranes (Cranes K, L, M and N). The works involve the replacement of trolley rails, trolley wheels and side rollers. ",GOJ ,ZHENUA PORT MACHINERY COMPANY LIMITED (ZPMC) ,DC ,USD,1286996.00,112393360.70,,,5201
55391,2012-04-11T00:00:00Z,Ministry of Education ,Follow-on-Contract for the conducting of an audit of the Youth Development Programme (YDP) for the years 2011/2012 and 2012/2013. ,GOJ ,KPMG ,DC,JMD,3300000.00,3300000.00,NORC,,4561
55401,2012-04-11T00:00:00Z,Port Authority of Jamaica ,Emergency Procurement for the supply of thirty-nine (39) 480/95R25 tyres. ,PAJ ,MICHELIN ,DC,USD,133536.00,11661698.88,EC,,5201
55411,2012-04-11T00:00:00Z,Ministry of Justice ,"Emergency Procurement by Court Management Services for the supply of one (1) twin-cab pick-up to transport equipment, tools, supplies and other important items necessary to effect repairs and maintain Court Facilities and Properties islandwide. ",GOJ ,FIDELITY MOTORS LIMITED ,DC,JMD,3389300.00,3389300.00,EC,,4561
55251,2012-04-04T00:00:00Z,Ministry of National Security ,"Direct Contracting for the supply of 50,000 traffic ticketing books. ",GOJ ,XSOMO INTERNATIONAL LIMITED ,DC,JMD,21000000.00,21000000.00,NODC,,4561
55261,2012-04-04T00:00:00Z,Petroleum Corporation of Jamaica ,The painting of the Petroleum Corporation of Jamaica's (PCJ) Building. ,GOJ ,GENERAL PAINTINGS LIMITED ,LT ,JMD,19502994.00,19502994.00,,,4561
55271,2012-04-04T00:00:00Z,Petrojam Limited ,Repair works for Petrojam Limited No. 109 and 110 Tanks. ,PCJ ,CBI JAMAICA LIMITED ,ST ,USD,3736000.00,326264880.00,,,5201
